,name,cmc,colors,subtypes,rarity,power,toughness
1739,Evra Halcyon Witness,6.0,['W'],['Avatar'],Rare,4,4
1740,Kwende Pride of Femeref,4.0,['W'],"['Human', 'Knight']",Uncommon,2,2
1742,Shalai Voice of Plenty,4.0,['W'],['Angel'],Rare,3,4
1744,Naban Dean of Iteration,2.0,['U'],"['Human', 'Wizard']",Rare,2,1
1747,Tetsuko Umezawa Fugitive,2.0,['U'],"['Human', 'Rogue']",Uncommon,1,3
1748,Zahid Djinn of the Lamp,6.0,['U'],['Djinn'],Rare,5,6
1749,Demonlord Belzenlok,6.0,['B'],"['Elder', 'Demon']",Mythic,6,6
1751,Kazarov Sengir Pureblood,7.0,['B'],['Vampire'],Rare,4,4
1752,Torgaar Famine Incarnate,8.0,['B'],['Avatar'],Rare,7,6
1753,Urgoros the Empty One,6.0,['B'],['Specter'],Uncommon,4,3
1754,Whisper Blood Liturgist,4.0,['B'],"['Human', 'Cleric']",Uncommon,2,2
1755,Yargle Glutton of Urborg,5.0,['B'],"['Frog', 'Spirit']",Uncommon,9,3
1756,Squee the Immortal,3.0,['R'],['Goblin'],Rare,2,1
1758,Verix Bladewing,4.0,['R'],['Dragon'],Mythic,4,4
1759,Grunn the Lonely King,6.0,['G'],"['Ape', 'Warrior']",Uncommon,5,5
1760,Marwyn the Nurturer,3.0,['G'],"['Elf', 'Druid']",Rare,1,1
1761,Multani Yavimaya's Avatar,6.0,['G'],"['Elemental', 'Avatar']",Mythic,0,0
1762,Adeliz the Cinder Wind,3.0,"['R', 'U']","['Human', 'Wizard']",Uncommon,2,2
1764,Aryel Knight of Windgrace,4.0,"['B', 'W']","['Human', 'Knight']",Rare,4,4
1765,Darigaaz Reincarnated,7.0,"['B', 'G', 'R']",['Dragon'],Mythic,7,7
1767,Grand Warlord Radha,4.0,"['G', 'R']","['Elf', 'Warrior']",Rare,3,4
1768,Hallar the Firefletcher,3.0,"['G', 'R']","['Elf', 'Archer']",Uncommon,3,3
1772,Raff Capashen Ship's Mage,4.0,"['U', 'W']","['Human', 'Wizard']",Uncommon,3,3
1773,Rona Disciple of Gix,3.0,"['B', 'U']","['Human', 'Artificer']",Uncommon,2,2
1774,Shanna Sisay's Legacy,2.0,"['G', 'W']","['Human', 'Warrior']",Uncommon,0,0
1775,Slimefoot the Stowaway,3.0,"['B', 'G']",['Fungus'],Uncommon,2,3
1779,Niambi Faithful Healer,3.0,"['U', 'W']","['Human', 'Cleric']",Rare,2,2
1792,Sidisi Undead Vizier,5.0,['B'],"['Zombie', 'Naga']",Rare,4,6
1793,Zurgo Bellstriker,1.0,['R'],"['Orc', 'Warrior']",Rare,2,2
1794,Surrak the Hunt Caller,4.0,['G'],"['Human', 'Warrior']",Rare,5,4
1795,Dragonlord Atarka,7.0,"['G', 'R']","['Elder', 'Dragon']",Mythic,8,8
1797,Dragonlord Kolaghan,6.0,"['B', 'R']","['Elder', 'Dragon']",Mythic,6,5
1798,Dragonlord Ojutai,5.0,"['U', 'W']","['Elder', 'Dragon']",Mythic,5,4
1804,Kalitas Traitor of Ghet,4.0,['B'],"['Vampire', 'Warrior']",Mythic,3,4
1806,Kozilek the Great Distortion,10.0,['UC'],['Eldrazi'],Mythic,12,12
1807,Sliver Hivelord,5.0,"['B', 'G', 'R', 'U', 'W']",['Sliver'],Mythic,5,5
1808,Linden the Steadfast Queen,3.0,['W'],"['Human', 'Noble']",Rare,3,3
1809,Syr Alin the Lion's Claw,5.0,['W'],"['Human', 'Knight']",Uncommon,4,4
1812,Syr Elenora the Discerning,5.0,['U'],"['Human', 'Knight']",Uncommon,*,4
1813,Ayara First of Locthwain,3.0,['B'],"['Elf', 'Noble']",Rare,2,3
1814,Rankle Master of Pranks,4.0,['B'],"['Faerie', 'Rogue']",Mythic,3,3
1815,Syr Konrad the Grim,5.0,['B'],"['Human', 'Knight']",Uncommon,5,4
1816,Syr Carah the Bold,5.0,['R'],"['Human', 'Knight']",Uncommon,3,3
1817,Torbran Thane of Red Fell,4.0,['R'],"['Dwarf', 'Noble']",Rare,2,4
1818,Questing Beast,4.0,['G'],['Beast'],Mythic,4,4
1819,Syr Faren the Hengehammer,2.0,['G'],"['Human', 'Knight']",Uncommon,2,2
1820,Yorvo Lord of Garenbrig,3.0,['G'],"['Giant', 'Noble']",Rare,0,0
1822,Kenrith the Returned King,5.0,['W'],"['Human', 'Noble']",Mythic,5,5
1824,Chulane Teller of Tales,5.0,"['G', 'U', 'W']","['Human', 'Druid']",Mythic,2,4
1825,Korvold Fae-Cursed King,5.0,"['B', 'G', 'R']","['Dragon', 'Noble']",Mythic,4,4
1826,Syr Gwyn Hero of Ashvale,6.0,"['B', 'R', 'W']","['Human', 'Knight']",Mythic,5,5
1838,Braids Cabal Minion,4.0,['B'],"['Human', 'Minion']",Rare,2,2
1839,Visara the Dreadful,6.0,['B'],['Gorgon'],Rare,5,5
1840,Rorix Bladewing,6.0,['R'],['Dragon'],Rare,6,5
1841,Silvos Rogue Elemental,6.0,['G'],['Elemental'],Rare,8,5
1844,Emrakul the Promised End,13.0,['UC'],['Eldrazi'],Mythic,13,13
1845,Bruna the Fading Light // Brisela Voice of Nightmares,7.0,['W'],"['Angel', 'Horror']",Rare,5,7
1846,Brisela Voice of Nightmares,11.0,['UC'],"['Eldrazi', 'Angel']",Mythic,9,10
1847,Gisela the Broken Blade // Brisela Voice of Nightmares,4.0,['W'],"['Angel', 'Horror']",Mythic,4,3
1848,Thalia Heretic Cathar,3.0,['W'],"['Human', 'Soldier']",Rare,3,2
1849,Hanweir the Writhing Township,3.0,['UC'],"['Eldrazi', 'Ooze']",Rare,7,4
1850,Ishkanah Grafwidow,5.0,['G'],['Spider'],Mythic,3,5
1851,Gisa and Geralf,4.0,"['B', 'U']","['Human', 'Wizard']",Mythic,4,4
1852,Ulrich of the Krallenhorde // Ulrich Uncontested Alpha,5.0,"['G', 'R']","['Human', 'Werewolf']",Mythic,4,4
1854,Ashling the Extinguisher,4.0,['B'],"['Elemental', 'Shaman']",Rare,4,4
1857,Ertai Wizard Adept,3.0,['U'],"['Human', 'Wizard']",Rare,1,1
1859,Celestial Kirin,4.0,['W'],"['Kirin', 'Spirit']",Rare,3,3
1861,Rune-Tail Kitsune Ascendant // Rune-Tail's Essence,3.0,['W'],"['Fox', 'Monk']",Rare,2,2
1865,Norin the Wary,1.0,['R'],"['Human', 'Warrior']",Rare,2,1
1867,Reki the History of Kamigawa,3.0,['G'],"['Human', 'Shaman']",Rare,1,2
1871,Reaper King,10.0,"['B', 'G', 'R', 'U', 'W']",['Scarecrow'],Rare,6,6
1872,Daghatar the Adamant,4.0,['W'],"['Human', 'Warrior']",Rare,0,0
1873,Shu Yun the Silent Tempest,3.0,['U'],"['Human', 'Monk']",Rare,3,2
1874,Tasigur the Golden Fang,6.0,['B'],"['Human', 'Shaman']",Rare,4,5
1876,Yasova Dragonclaw,3.0,['G'],"['Human', 'Warrior']",Rare,4,2
1882,Oriss Samite Guardian,3.0,['W'],"['Human', 'Cleric']",Rare,1,3
1884,Linessa Zephyr Mage,4.0,['U'],"['Human', 'Wizard']",Rare,3,3
1885,Korlash Heir to Blackblade,4.0,['B'],"['Zombie', 'Warrior']",Rare,*,*
1886,Tarox Bladewing,5.0,['R'],['Dragon'],Rare,4,3
1887,Baru Fist of Krosa,5.0,['G'],"['Human', 'Druid']",Rare,4,4
1889,Sliver Legion,5.0,"['B', 'G', 'R', 'U', 'W']",['Sliver'],Rare,7,7
1892,Etrata the Silencer,4.0,"['B', 'U']","['Vampire', 'Assassin']",Rare,3,5
1893,Circu Dimir Lobotomist,4.0,"['B', 'U']","['Human', 'Wizard']",Rare,2,3
1894,Lazav Dimir Mastermind,4.0,"['B', 'U']",['Shapeshifter'],Mythic,3,3
1898,Tibor and Lumia,4.0,"['R', 'U']","['Human', 'Wizard']",Rare,3,3
1899,Izoni Thousand-Eyed,6.0,"['B', 'G']","['Elf', 'Shaman']",Rare,2,3
1901,Savra Queen of the Golgari,4.0,"['B', 'G']","['Elf', 'Shaman']",Rare,2,2
1902,Sisters of Stone Death,8.0,"['B', 'G']",['Gorgon'],Rare,7,5
1904,Agrus Kos Wojek Veteran,5.0,"['R', 'W']","['Human', 'Soldier']",Rare,3,3
1905,Razia Boros Archangel,8.0,"['R', 'W']",['Angel'],Rare,6,3
1907,Tolsimir Wolfblood,6.0,"['G', 'W']","['Elf', 'Warrior']",Rare,3,4
1911,Teysa Orzhov Scion,3.0,"['B', 'W']","['Human', 'Advisor']",Rare,2,3
1912,Ghost Council of Orzhova,4.0,"['B', 'W']",['Spirit'],Rare,4,4
1917,Borborygmos,7.0,"['G', 'R']",['Cyclops'],Rare,6,7
1919,Zegana Utopian Speaker,4.0,"['G', 'U']","['Merfolk', 'Wizard']",Rare,4,4
1925,Lathliss Dragon Queen,6.0,['R'],['Dragon'],Rare,6,6
1926,Ghalta Primal Hunger,12.0,['G'],"['Elder', 'Dinosaur']",Rare,12,12
1927,Zamriel Seraph of Steel,4.0,['W'],['Angel'],Mythic,3,4
1928,Maeve Insidious Singer,4.0,['U'],['Siren'],Mythic,3,4
1929,Vogar Necropolis Tyrant,5.0,['B'],"['Zombie', 'Giant']",Mythic,4,4
1930,Nogi Draco-Zealot,3.0,['R'],"['Kobold', 'Shaman']",Mythic,3,3
1931,Imaryll Elfhame Elite,4.0,['G'],"['Elf', 'Warrior']",Mythic,3,3
1933,Vilis Broker of Blood,8.0,['B'],['Demon'],Rare,8,8
1943,Aurelia Exemplar of Justice,4.0,"['R', 'W']",['Angel'],Mythic,2,5
1944,Emmara Soul of the Accord,2.0,"['G', 'W']","['Elf', 'Cleric']",Rare,2,2
1947,Lazav the Multifarious,2.0,"['B', 'U']",['Shapeshifter'],Mythic,1,3
1949,Tajic Legion's Edge,3.0,"['R', 'W']","['Human', 'Soldier']",Rare,3,2
1950,Trostani Discordant,5.0,"['G', 'W']",['Dryad'],Mythic,1,4
1952,Borborygmos Enraged,8.0,"['G', 'R']",['Cyclops'],Mythic,7,6
1954,Obzedat Ghost Council,5.0,"['B', 'W']","['Spirit', 'Advisor']",Mythic,5,5
1956,Sliver Overlord,5.0,"['B', 'G', 'R', 'U', 'W']","['Sliver', 'Mutant']",Mythic,7,7
1957,Grimlock Dinobot Leader // Grimlock Ferocious King,4.0,"['G', 'R', 'W']",['Autobot'],Mythic,4,4
1959,Sisay Weatherlight Captain,3.0,['W'],"['Human', 'Soldier']",Rare,2,2
1961,Ayula Queen Among Bears,2.0,['G'],['Bear'],Rare,2,2
1962,The First Sliver,5.0,"['B', 'G', 'R', 'U', 'W']",['Sliver'],Mythic,7,7
1963,Captain Sisay,4.0,"['G', 'W']","['Human', 'Soldier']",Rare,2,2
1968,Elesh Norn Grand Cenobite,7.0,['W'],"['Phyrexian', 'Praetor']",Mythic,4,7
1969,Jin-Gitaxias Core Augur,10.0,['U'],"['Phyrexian', 'Praetor']",Mythic,5,4
1970,Sheoldred Whispering One,7.0,['B'],"['Phyrexian', 'Praetor']",Mythic,6,6
1972,Vorinclex Voice of Hunger,8.0,['G'],"['Phyrexian', 'Praetor']",Mythic,7,6
1975,Klement Novice Acolyte,2.0,['W'],"['Tiefling', 'Cleric']",Rare,2,2
1976,Klement Death Acolyte,3.0,"['B', 'W']","['Tiefling', 'Cleric']",Rare,3,3
1977,Klement Knowledge Acolyte,3.0,"['U', 'W']","['Tiefling', 'Cleric']",Rare,3,4
1978,Klement Life Acolyte,3.0,['W'],"['Tiefling', 'Cleric']",Rare,3,3
1979,Klement Nature Acolyte,3.0,"['G', 'W']","['Tiefling', 'Cleric']",Rare,4,4
1980,Klement Tempest Acolyte,3.0,"['R', 'W']","['Tiefling', 'Cleric']",Rare,2,3
1981,Lae'zel Githyanki Warrior,4.0,['W'],"['Gith', 'Warrior']",Rare,2,4
1982,Lae'zel Blessed Warrior,5.0,['W'],"['Gith', 'Warrior']",Rare,3,6
1983,Lae'zel Callous Warrior,5.0,"['B', 'W']","['Gith', 'Warrior']",Rare,3,6
1984,Lae'zel Illithid Thrall,5.0,"['U', 'W']","['Gith', 'Horror', 'Warrior']",Rare,3,6
1985,Lae'zel Primal Warrior,5.0,"['G', 'W']","['Gith', 'Warrior']",Rare,3,6
1986,Lae'zel Wrathful Warrior,5.0,"['R', 'W']","['Gith', 'Warrior']",Rare,3,6
1987,Lulu Forgetful Hollyphant,3.0,['W'],"['Elephant', 'Angel']",Uncommon,1,3
1988,Lulu Curious Hollyphant,4.0,"['U', 'W']","['Elephant', 'Angel']",Uncommon,2,4
1989,Lulu Helpful Hollyphant,4.0,['W'],"['Elephant', 'Angel']",Uncommon,2,4
1990,Lulu Inspiring Hollyphant,4.0,"['R', 'W']","['Elephant', 'Angel']",Uncommon,2,4
1991,Lulu Vengeful Hollyphant,4.0,"['B', 'W']","['Elephant', 'Angel']",Uncommon,2,4
1992,Lulu Wild Hollyphant,4.0,"['G', 'W']","['Elephant', 'Angel']",Uncommon,2,4
1993,Rasaad Monk of Selûne,3.0,['W'],"['Human', 'Monk']",Uncommon,2,2
1994,Rasaad Dragon Monk,4.0,"['U', 'W']","['Human', 'Monk']",Uncommon,4,4
1995,Rasaad Radiant Monk,4.0,['W'],"['Human', 'Monk']",Uncommon,4,4
1996,Rasaad Shadow Monk,4.0,"['B', 'W']","['Human', 'Monk']",Uncommon,4,4
1997,Rasaad Sylvan Monk,4.0,"['G', 'W']","['Human', 'Monk']",Uncommon,4,4
1998,Rasaad Warrior Monk,4.0,"['R', 'W']","['Human', 'Monk']",Uncommon,4,4
1999,Alora Rogue Companion,4.0,['U'],"['Halfling', 'Rogue']",Uncommon,3,3
2000,Alora Cheerful Assassin,5.0,"['B', 'U']","['Halfling', 'Rogue', 'Assassin']",Uncommon,4,4
2001,Alora Cheerful Mastermind,5.0,"['U', 'W']","['Halfling', 'Rogue']",Uncommon,4,4
2002,Alora Cheerful Scout,5.0,"['G', 'U']","['Halfling', 'Rogue', 'Scout']",Uncommon,4,4
2003,Alora Cheerful Swashbuckler,5.0,"['R', 'U']","['Halfling', 'Rogue']",Uncommon,4,4
2004,Alora Cheerful Thief,5.0,['U'],"['Halfling', 'Rogue']",Uncommon,4,4
2005,Gale Conduit of the Arcane,4.0,['U'],"['Human', 'Wizard']",Mythic,2,3
2006,Gale Abyssal Conduit,5.0,"['B', 'U']","['Human', 'Wizard']",Mythic,4,5
2007,Gale Holy Conduit,5.0,"['U', 'W']","['Human', 'Wizard']",Mythic,4,5
2008,Gale Primeval Conduit,5.0,"['G', 'U']","['Human', 'Wizard']",Mythic,4,5
2009,Gale Storm Conduit,5.0,"['R', 'U']","['Human', 'Wizard']",Mythic,4,5
2010,Gale Temporal Conduit,5.0,['U'],"['Human', 'Wizard']",Mythic,4,5
2011,Imoen Trickster Friend,2.0,['U'],"['Human', 'Rogue', 'Wizard']",Rare,2,1
2012,Imoen Chaotic Trickster,3.0,"['R', 'U']","['Human', 'Rogue', 'Wizard']",Rare,3,2
2013,Imoen Honorable Trickster,3.0,"['U', 'W']","['Human', 'Rogue', 'Wizard']",Rare,3,2
2014,Imoen Occult Trickster,3.0,"['B', 'U']","['Human', 'Rogue', 'Wizard']",Rare,3,2
2015,Imoen Wily Trickster,3.0,['U'],"['Human', 'Rogue', 'Wizard']",Rare,3,2
2016,Imoen Wise Trickster,3.0,"['G', 'U']","['Human', 'Rogue', 'Wizard']",Rare,3,2
2017,Vhal Eager Scholar,3.0,['U'],"['Human', 'Wizard']",Uncommon,2,2
2018,Vhal Scholar of Creation,4.0,"['G', 'U']","['Human', 'Wizard']",Uncommon,4,4
2019,Vhal Scholar of Elements,4.0,"['R', 'U']","['Human', 'Wizard']",Uncommon,4,4
2020,Vhal Scholar of Mortality,4.0,"['B', 'U']","['Human', 'Wizard']",Uncommon,4,4
2021,Vhal Scholar of Prophecy,4.0,['U'],"['Human', 'Wizard']",Uncommon,4,4
2022,Vhal Scholar of Tactics,4.0,"['U', 'W']","['Human', 'Wizard']",Uncommon,4,4
2023,Sarevok the Usurper,4.0,['B'],"['Human', 'Knight']",Uncommon,3,3
2024,Sarevok Deadly Usurper,5.0,['B'],"['Human', 'Knight']",Uncommon,4,4
2025,Sarevok Deceitful Usurper,5.0,"['B', 'U']","['Human', 'Knight']",Uncommon,4,4
2026,Sarevok Divine Usurper,5.0,"['B', 'W']","['Human', 'Knight']",Uncommon,4,4
2027,Sarevok Ferocious Usurper,5.0,"['B', 'R']","['Human', 'Knight']",Uncommon,4,4
2028,Sarevok Mighty Usurper,5.0,"['B', 'G']","['Human', 'Knight']",Uncommon,4,4
2029,Shadowheart Sharran Cleric,2.0,['B'],"['Human', 'Elf', 'Cleric']",Rare,2,2
2030,Shadowheart Cleric of Graves,3.0,['B'],"['Human', 'Elf', 'Cleric']",Rare,4,4
2031,Shadowheart Cleric of Order,3.0,"['B', 'W']","['Human', 'Elf', 'Cleric']",Rare,4,4
2032,Shadowheart Cleric of Trickery,3.0,"['B', 'U']","['Human', 'Elf', 'Cleric']",Rare,4,4
2033,Shadowheart Cleric of Twilight,3.0,"['B', 'G']","['Human', 'Elf', 'Cleric']",Rare,4,4
2034,Shadowheart Cleric of War,3.0,"['B', 'R']","['Human', 'Elf', 'Cleric']",Rare,4,4
2035,Viconia Nightsinger's Disciple,2.0,['B'],"['Elf', 'Cleric']",Uncommon,2,3
2036,Viconia Disciple of Arcana,3.0,"['B', 'U']","['Elf', 'Cleric']",Uncommon,3,4
2037,Viconia Disciple of Blood,3.0,['B'],"['Elf', 'Cleric']",Uncommon,3,4
2038,Viconia Disciple of Rebirth,3.0,"['B', 'W']","['Elf', 'Cleric']",Uncommon,3,4
2039,Viconia Disciple of Strength,3.0,"['B', 'G']","['Elf', 'Cleric']",Uncommon,3,4
2040,Viconia Disciple of Violence,3.0,"['B', 'R']","['Elf', 'Cleric']",Uncommon,3,4
2041,Ambergris Citadel Agent,3.0,['R'],"['Dwarf', 'Cleric']",Uncommon,3,2
2042,Ambergris Agent of Balance,4.0,"['G', 'R']","['Dwarf', 'Cleric']",Uncommon,4,3
2043,Ambergris Agent of Destruction,4.0,['R'],"['Dwarf', 'Cleric']",Uncommon,4,3
2044,Ambergris Agent of Law,4.0,"['R', 'W']","['Dwarf', 'Cleric']",Uncommon,4,3
2045,Ambergris Agent of Progress,4.0,"['R', 'U']","['Dwarf', 'Cleric']",Uncommon,4,3
2046,Ambergris Agent of Tyranny,4.0,"['B', 'R']","['Dwarf', 'Cleric']",Uncommon,4,3
2047,Gut Fanatical Priestess,6.0,['R'],"['Goblin', 'Shaman']",Uncommon,4,3
2048,Gut Bestial Fanatic,7.0,"['G', 'R']","['Goblin', 'Shaman']",Uncommon,5,4
2049,Gut Brutal Fanatic,7.0,"['B', 'R']","['Goblin', 'Shaman']",Uncommon,5,4
2050,Gut Devious Fanatic,7.0,"['R', 'U']","['Goblin', 'Shaman']",Uncommon,5,4
2051,Gut Furious Fanatic,7.0,['R'],"['Goblin', 'Shaman']",Uncommon,5,4
2052,Gut Zealous Fanatic,7.0,"['R', 'W']","['Goblin', 'Shaman']",Uncommon,5,4
2053,Karlach Raging Tiefling,2.0,['R'],"['Tiefling', 'Barbarian']",Rare,2,2
2054,Karlach Tiefling Berserker,3.0,['R'],"['Tiefling', 'Barbarian']",Rare,4,4
2055,Karlach Tiefling Guardian,3.0,"['G', 'R']","['Tiefling', 'Barbarian']",Rare,4,4
2056,Karlach Tiefling Punisher,3.0,"['B', 'R']","['Tiefling', 'Barbarian']",Rare,4,4
2057,Karlach Tiefling Spellrager,3.0,"['R', 'U']","['Tiefling', 'Barbarian']",Rare,4,4
2058,Karlach Tiefling Zealot,3.0,"['R', 'W']","['Tiefling', 'Barbarian']",Rare,4,4
2059,Wyll Pact-Bound Duelist,5.0,['R'],"['Human', 'Warlock']",Mythic,4,4
2060,Wyll of the Blade Pact,6.0,['R'],"['Human', 'Warlock']",Mythic,5,5
2061,Wyll of the Celestial Pact,6.0,"['R', 'W']","['Human', 'Warlock']",Mythic,5,5
2062,Wyll of the Elder Pact,6.0,"['R', 'U']","['Human', 'Warlock']",Mythic,5,5
2063,Wyll of the Fey Pact,6.0,"['G', 'R']","['Human', 'Warlock']",Mythic,5,5
2064,Wyll of the Fiend Pact,6.0,"['B', 'R']","['Human', 'Warlock']",Mythic,5,5
2065,Jaheira Harper Emissary,2.0,['G'],"['Human', 'Elf', 'Druid']",Uncommon,2,3
2066,Jaheira Heroic Harper,3.0,"['G', 'W']","['Human', 'Elf', 'Druid']",Uncommon,3,4
2067,Jaheira Insightful Harper,3.0,"['G', 'U']","['Human', 'Elf', 'Druid']",Uncommon,3,4
2068,Jaheira Merciful Harper,3.0,['G'],"['Human', 'Elf', 'Druid']",Uncommon,3,4
2069,Jaheira Ruthless Harper,3.0,"['B', 'G']","['Human', 'Elf', 'Druid']",Uncommon,3,4
2070,Jaheira Stirring Harper,3.0,"['G', 'R']","['Human', 'Elf', 'Druid']",Uncommon,3,4
2071,Lukamina Moon Druid,3.0,['G'],"['Human', 'Druid']",Mythic,2,2
2072,Lukamina Bear Form,4.0,['G'],"['Bear', 'Druid']",Mythic,4,4
2073,Lukamina Crocodile Form,4.0,"['G', 'U']","['Crocodile', 'Druid']",Mythic,4,4
2074,Lukamina Hawk Form,4.0,"['G', 'W']","['Bird', 'Druid']",Mythic,4,4
2075,Lukamina Scorpion Form,4.0,"['B', 'G']","['Scorpion', 'Druid']",Mythic,4,4
2076,Lukamina Wolf Form,4.0,"['G', 'R']","['Wolf', 'Druid']",Mythic,4,4
2077,Skanos Dragon Vassal,5.0,['G'],"['Dragon', 'Ranger']",Uncommon,4,4
2078,Skanos Black Dragon Vassal,6.0,"['B', 'G']","['Dragon', 'Ranger']",Uncommon,5,5
2079,Skanos Blue Dragon Vassal,6.0,"['G', 'U']","['Dragon', 'Ranger']",Uncommon,4,4
2080,Skanos Green Dragon Vassal,6.0,['G'],"['Dragon', 'Ranger']",Uncommon,6,6
2081,Skanos Red Dragon Vassal,6.0,"['G', 'R']","['Dragon', 'Ranger']",Uncommon,5,5
2082,Skanos White Dragon Vassal,6.0,"['G', 'W']","['Dragon', 'Ranger']",Uncommon,4,4
2083,Wilson Bear Comrade,2.0,['G'],"['Bear', 'Warrior']",Rare,2,2
2084,Wilson Ardent Bear,3.0,"['G', 'R']","['Bear', 'Warrior']",Rare,2,3
2085,Wilson Fearsome Bear,3.0,"['B', 'G']","['Bear', 'Warrior']",Rare,4,4
2086,Wilson Majestic Bear,3.0,['G'],"['Bear', 'Warrior']",Rare,5,5
2087,Wilson Subtle Bear,3.0,"['G', 'U']","['Bear', 'Warrior']",Rare,3,3
2088,Wilson Urbane Bear,3.0,"['G', 'W']","['Bear', 'Warrior']",Rare,3,4
2089,Vladimir and Godfrey,3.0,['W'],"['Zombie', 'Knight']",Rare,3,2
2090,Calim Djinn Emperor,6.0,['U'],"['Djinn', 'Noble']",Rare,5,6
2091,The Hourglass Coven,6.0,['B'],"['Hag', 'Warlock']",Rare,3,3
2092,Kardum Patron of Flames,4.0,['R'],['Demon'],Rare,4,3
2093,Oyaminartok Polar Werebear,4.0,['G'],"['Giant', 'Bear']",Rare,4,5
2094,Jon Irenicus the Exile,4.0,"['B', 'U']","['Elf', 'Wizard']",Rare,3,5
2095,Liara of the Flaming Fist,2.0,"['R', 'W']","['Human', 'Soldier']",Uncommon,2,2
2096,Minthara of the Absolute,4.0,"['B', 'W']","['Elf', 'Cleric']",Uncommon,2,4
2097,Ulder Ravengard Marshal,3.0,"['R', 'W']","['Human', 'Noble', 'Soldier']",Rare,3,3
2101,A-Baba Lysaga Night Witch,4.0,"['B', 'G']","['Human', 'Warlock']",Rare,4,4
2121,Hazduhr the Abbot,5.0,['W'],"['Human', 'Cleric']",Rare,2,5
2122,Rashka the Slayer,5.0,['W'],"['Human', 'Archer']",Uncommon,3,3
2123,Soraya the Falconer,3.0,['W'],['Human'],Rare,2,2
2124,Reveka Wizard Savant,4.0,['U'],"['Dwarf', 'Wizard']",Rare,0,1
2125,Baron Sengir,8.0,['B'],"['Vampire', 'Noble']",Rare,5,5
2126,Grandmother Sengir,5.0,['B'],"['Human', 'Wizard']",Rare,3,3
2128,Irini Sengir,4.0,['B'],"['Vampire', 'Dwarf']",Uncommon,2,2
2129,Veldrane of Sengir,7.0,['B'],"['Human', 'Rogue']",Rare,5,5
2130,Chandler,5.0,['R'],"['Human', 'Rogue']",Common,3,3
2131,Eron the Relentless,5.0,['R'],"['Human', 'Rogue']",Uncommon,5,2
2132,Joven,5.0,['R'],"['Human', 'Rogue']",Common,3,3
2133,Autumn Willow,6.0,['G'],['Avatar'],Rare,4,4
2134,Daughter of Autumn,4.0,['G'],['Avatar'],Rare,2,4
2139,Djeru With Eyes Open,5.0,['W'],"['Human', 'Warrior']",Rare,4,3
2146,Nira Hellkite Duelist,5.0,"['B', 'G', 'R', 'U', 'W']",['Dragon'],Mythic,6,6
2147,M'Odo the Gnarled Oracle,3.0,"['B', 'G', 'U']","['Zombie', 'Elf', 'Wizard']",Mythic,0,3
2148,Kharis & The Beholder,5.0,"['G', 'W']","['Dragon', 'Eye', 'Wizard']",Mythic,1,20
2149,Optimus Prime Inspiring Leader,5.0,"['R', 'W']",['Autobot'],Mythic,4,5
2150,Sol Advocate Eternal,4.0,"['B', 'G', 'U', 'W']","['Dragon', 'Angel']",Mythic,4,4
2151,Keeper of the Secret Lair,2.0,['U'],"['Merfolk', 'Rogue']",Mythic,2,1
2152,Champions of Archery // Join the Group,4.0,['R'],"['Human', 'Archer']",Mythic,1,4
2153,The Cinematic Phoenix,5.0,"['B', 'R']",['Phoenix'],Mythic,4,4
2154,Euroakus,6.0,['G'],"['Treefolk', 'Wizard']",Mythic,6,6
2155,General Jarkeld,4.0,['W'],"['Human', 'Soldier']",Rare,1,2
2156,Márton Stromgald,4.0,['R'],"['Human', 'Knight']",Rare,1,1
2157,Merieke Ri Berit,3.0,"['B', 'U', 'W']",['Human'],Rare,1,1
2158,Skeleton Ship,5.0,"['B', 'U']",['Skeleton'],Rare,0,3
2159,Yidaro Wandering Monster,7.0,['R'],"['Dinosaur', 'Turtle']",Rare,8,8
2160,Kogla the Titan Ape,6.0,['G'],['Ape'],Rare,7,6
2161,Brokkos Apex of Forever,5.0,"['B', 'G', 'U']","['Nightmare', 'Beast', 'Elemental']",Mythic,6,6
2162,Chevill Bane of Monsters,2.0,"['B', 'G']","['Human', 'Rogue']",Mythic,1,3
2163,General Kudro of Drannith,3.0,"['B', 'W']","['Human', 'Soldier']",Mythic,3,3
2165,Kinnan Bonder Prodigy,2.0,"['G', 'U']","['Human', 'Druid']",Mythic,2,2
2167,Rielle the Everwise,3.0,"['R', 'U']","['Human', 'Wizard']",Mythic,0,3
2168,Snapdax Apex of the Hunt,4.0,"['B', 'R', 'W']","['Dinosaur', 'Cat', 'Nightmare']",Mythic,3,5
2169,Vadrok Apex of Thunder,3.0,"['R', 'U', 'W']","['Elemental', 'Dinosaur', 'Cat']",Mythic,3,3
2170,Winota Joiner of Forces,4.0,"['R', 'W']","['Human', 'Warrior']",Mythic,4,4
2171,A-Winota Joiner of Forces,4.0,"['R', 'W']","['Human', 'Warrior']",Mythic,4,4
2172,Gyruda Doom of Depths,6.0,"['B', 'U']","['Demon', 'Kraken']",Rare,6,6
2173,Jegantha the Wellspring,5.0,"['G', 'R']","['Elemental', 'Elk']",Rare,5,5
2174,Kaheera the Orphanguard,3.0,"['G', 'W']","['Cat', 'Beast']",Rare,3,2
2175,Keruga the Macrosage,5.0,"['G', 'U']","['Dinosaur', 'Hippo']",Rare,5,4
2176,Lurrus of the Dream-Den,3.0,"['B', 'W']","['Cat', 'Nightmare']",Rare,3,2
